,timestamp,message type,message
988,11186,AMS_Heartbeat,"['runtime: 2583 ', 'voltage: 3207 ', 'HVAn: True, HVAp: False, HVBn: True, HVABp: False, precharge: True, init: True']"
989,11191,Sendyne,"[0, '0x0', '0x40', ' ', 'Coulomb Count (Low)', ' ', 772989, ' ', [64, 0, 11, 203, 125]]"
990,11193,Sendyne,"[0, '0x0', '0x41', ' ', 'Coulomb Count (High)', ' ', 0, ' ', [65, 0, 0, 0, 0]]"
991,11203,PDM_Heartbeat,0b11100111011101110111111111011011
992,11205,SHDN_Heartbeat,"[1, '0b1']"
993,11235,AMS_Heartbeat,"['runtime: 2583 ', 'voltage: 3207 ', 'HVAn: True, HVAp: False, HVBn: True, HVABp: False, precharge: True, init: True']"
994,11237,Sendyne,"[0, '0x0', '0x60', ' ', 'Voltage 1', ' ', 4232.531614, ' ', [96, 252, 71, 78, 158]]"
995,11237,Sendyne,"[1, '0x0', '0x60', ' ', 'Voltage 1', ' ', 4232.531614, ' ', [96, 252, 71, 78, 158]]"
996,11252,PDM_Heartbeat,0b11100111011101110111111111011011
997,11258,SHDN_Heartbeat,"[1, '0b0']"
998,11279,SHDN_Heartbeat,"[1, '0b1']"
999,11303,PDM_Heartbeat,0b11100111011101110111111111011011
1000,11311,AMS_Heartbeat,"['runtime: 2583 ', 'voltage: 3207 ', 'HVAn: True, HVAp: False, HVBn: True, HVABp: False, precharge: True, init: True']"
1001,11333,SHDN_Heartbeat,"[1, '0b0']"
1002,11352,PDM_Heartbeat,0b11100111011101110111111111011011
1003,11354,SHDN_Heartbeat,"[1, '0b1']"
1004,11385,AMS_Heartbeat,"['runtime: 2583 ', 'voltage: 3207 ', 'HVAn: True, HVAp: False, HVBn: True, HVABp: False, precharge: True, init: True']"
1005,11387,Sendyne,"[0, '0x0', '0x20', ' ', 'Current', ' ', 0.031853, ' ', [32, 0, 0, 124, 109]]"
1006,11387,Sendyne,"[1, '0x0', '0x20', ' ', 'Current', ' ', 0.031853, ' ', [32, 0, 0, 124, 109]]"
1007,11403,PDM_Heartbeat,0b11100111011101110111111111011011
1008,11408,SHDN_Heartbeat,"[1, '0b0']"
1009,11422,BMS_BadCellTemperature,"['BMSID: ', 2, 'MSGID: ', 2, 'CELL: ', 7, 'TEMP: ', 122]"
1010,11424,BMS_TransmitTemperature,"['BMSID: ', 0, ' MSGID: ', 0, ' TEMPS: ', '23, 24, 24, 24, 23']"
1011,11424,BMS_TransmitTemperature,"['BMSID: ', 0, ' MSGID: ', 1, ' TEMPS: ', '24, 22, 23, 24, 24']"
1012,11428,SHDN_Heartbeat,"[1, '0b1']"
1013,11452,PDM_Heartbeat,0b11100111011101110111111111011011
1014,11461,AMS_Heartbeat,"['runtime: 2581 ', 'voltage: 711 ', 'HVAn: True, HVAp: False, HVBn: True, HVABp: False, precharge: True, init: True']"
1015,11483,SHDN_Heartbeat,"[1, '0b0']"
1016,11484,BMS_TransmitVoltage,"['ID: ', 0, ' ', 'MSG_ID: ', 0, ' VOLT: ', '3317, 3329, 3329, 3328']"
